---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
cylindriquement;130599;Adverbe;;;-;;;dela lglex;cylindriquement;911207;-;-;-;-;-;;dela lglex
cynégétiquement;130627;Adverbe;;;-;;;dela;cynégétiquement;911293;-;-;-;-;-;;dela
cytogénétiquement;130692;Adverbe;;;-;;;dela lglex;cytogénétiquement;911498;-;-;-;-;-;;dela lglex
célibatairement;130758;Adverbe;;;-;;;dela lglex;célibatairement;911703;-;-;-;-;-;;dela lglex
côté;130888;Adverbe;;;-;;;dela;côté;912040;-;-;-;-;-;;dela
d'abondance;130889;Adverbe;;;-;;;dela;d'abondance;912043;-;-;-;-;-;;dela
d'abord;130890;Adverbe;;;-;;;dela lefff;d'abord;912044;-;-;-;-;-;;dela lefff
d'ailleurs;130891;Adverbe;;;-;;;dela lefff;d'ailleurs;912045;-;-;-;-;-;;dela lefff
d'après;130894;Adverbe;;;-;;;dela;d'après;912046;-;-;-;-;-;;dela
d'arrache-pied;130895;Adverbe;;;-;;;dela;d'arrache-pied;912047;-;-;-;-;-;;dela
d'avance;130897;Adverbe;;;-;;;dela lefff;d'avance;912048;-;-;-;-;-;;dela lefff
d'emblée;130899;Adverbe;;;-;;;dela lefff;d'emblée;912049;-;-;-;-;-;;dela lefff
d'ici;130900;Adverbe;;;-;;;dela;d'ici;912050;-;-;-;-;-;;dela
d'impatience;130901;Adverbe;;;-;;;dela;d'impatience;912051;-;-;-;-;-;;dela
d'office;130903;Adverbe;;;-;;;dela;d'office;912052;-;-;-;-;-;;dela
d'urgence;130904;Adverbe;;;-;;;dela;d'urgence;912053;-;-;-;-;-;;dela
d'évidence;130905;Adverbe;;;-;;;dela;d'évidence;912054;-;-;-;-;-;;dela
dactylographiquement;130938;Adverbe;;;-;;;dela lglex;dactylographiquement;912137;-;-;-;-;-;;dela lglex
damnablement;130987;Adverbe;;;-;;;dela lglex;damnablement;912253;-;-;-;-;-;;dela lglex
dermatologiquement;131238;Adverbe;;;-;;;dela lglex;dermatologiquement;912806;-;-;-;-;-;;dela lglex
descriptivement;131280;Adverbe;;;-;;;dela lglex;descriptivement;912920;-;-;-;-;-;;dela lglex
deusio;131365;Adverbe;;;-;;;dela;deusio;913125;-;-;-;-;-;;dela
deuzio;131383;Adverbe;;;-;;;dela;deuzio;913187;-;-;-;-;-;;dela
dextrorse;131401;Adverbe;;;-;;;dela;dextrorse;913238;-;-;-;-;-;;dela
diacoustiquement;131424;Adverbe;;;-;;;dela;diacoustiquement;913307;-;-;-;-;-;;dela
dialectalement;131466;Adverbe;;;-;;;dela lglex;dialectalement;913420;-;-;-;-;-;;dela lglex
dialectologiquement;131471;Adverbe;;;-;;;dela lglex;dialectologiquement;913435;-;-;-;-;-;;dela lglex
dialogiquement;131481;Adverbe;;;-;;;dela lglex;dialogiquement;913461;-;-;-;-;-;;dela lglex
dichotomiquement;131637;Adverbe;;;-;;;dela lglex;dichotomiquement;913896;-;-;-;-;-;;dela lglex
digitalement;131749;Adverbe;;;-;;;dela;digitalement;914187;-;-;-;-;-;;dela
dilatoirement;131811;Adverbe;;;-;;;dela lglex lefff;dilatoirement;914340;-;-;-;-;-;;dela lglex lefff
dimensionnellement;131832;Adverbe;;;-;;;dela;dimensionnellement;914385;-;-;-;-;-;;dela
dinguement;131884;Adverbe;;;-;;;dela lglex;dinguement;914514;-;-;-;-;-;;dela lglex
directo;132039;Adverbe;;;-;;;dela;directo;914919;-;-;-;-;-;;dela
discographiquement;132072;Adverbe;;;-;;;dela lglex;discographiquement;915005;-;-;-;-;-;;dela lglex
discriminatoirement;132092;Adverbe;;;-;;;dela lglex;discriminatoirement;915056;-;-;-;-;-;;dela lglex
disjonctivement;132110;Adverbe;;;-;;;dela lglex;disjonctivement;915092;-;-;-;-;-;;dela lglex
disons-le;132117;Adverbe;;;-;;;dela;disons-le;915111;-;-;-;-;-;;dela
disparatement;132120;Adverbe;;;-;;;dela;disparatement;915118;-;-;-;-;-;;dela
dissemblablement;132156;Adverbe;;;-;;;dela lglex;dissemblablement;915203;-;-;-;-;-;;dela lglex
dissuasivement;132177;Adverbe;;;-;;;dela;dissuasivement;915239;-;-;-;-;-;;dela
dissymétriquement;132178;Adverbe;;;-;;;dela lglex;dissymétriquement;915250;-;-;-;-;-;;dela lglex
distinctivement;132199;Adverbe;;;-;;;dela lglex;distinctivement;915297;-;-;-;-;-;;dela lglex
distributionnellement;132212;Adverbe;;;-;;;dela lglex;distributionnellement;915333;-;-;-;-;-;;dela lglex
dithyrambiquement;132235;Adverbe;;;-;;;dela lglex;dithyrambiquement;915398;-;-;-;-;-;;dela lglex
diurnement;132243;Adverbe;;;-;;;dela lglex;diurnement;915420;-;-;-;-;-;;dela lglex
diététiquement;132320;Adverbe;;;-;;;dela lglex;diététiquement;915638;-;-;-;-;-;;dela lglex
docimologiquement;132337;Adverbe;;;-;;;dela lglex;docimologiquement;915681;-;-;-;-;-;;dela lglex
doctrinairement;132345;Adverbe;;;-;;;dela lglex;doctrinairement;915705;-;-;-;-;-;;dela lglex
documentairement;132348;Adverbe;;;-;;;dela lglex;documentairement;915712;-;-;-;-;-;;dela lglex
dodécaphoniquement;132360;Adverbe;;;-;;;dela lglex;dodécaphoniquement;915743;-;-;-;-;-;;dela lglex
dodécaédriquement;132366;Adverbe;;;-;;;dela;dodécaédriquement;915764;-;-;-;-;-;;dela
donc;132443;Adverbe;;;-;;;dela lglex lefff;donc;915963;-;-;-;-;-;;dela lglex lefff
doriquement;132471;Adverbe;;;-;;;dela lglex;doriquement;916019;-;-;-;-;-;;dela lglex
douceâtrement;132527;Adverbe;;;-;;;dela;douceâtrement;916137;-;-;-;-;-;;dela
draconiennement;132557;Adverbe;;;-;;;dela lglex;draconiennement;916208;-;-;-;-;-;;dela lglex
driographiquement;132612;Adverbe;;;-;;;dela lglex;driographiquement;916327;-;-;-;-;-;;dela lglex
droit;132618;Adverbe;;;-;;;dela lefff;droit;916339;-;-;-;-;-;;dela lefff
dynamogéniquement;132762;Adverbe;;;-;;;dela lglex;dynamogéniquement;916716;-;-;-;-;-;;dela lglex
dysharmoniquement;132831;Adverbe;;;-;;;dela lglex;dysharmoniquement;916904;-;-;-;-;-;;dela lglex
décadairement;133011;Adverbe;;;-;;;dela;décadairement;917369;-;-;-;-;-;;dela
décimalement;133123;Adverbe;;;-;;;dela lglex;décimalement;917605;-;-;-;-;-;;dela lglex
déclamatoirement;133137;Adverbe;;;-;;;dela lglex;déclamatoirement;917641;-;-;-;-;-;;dela lglex
définitionnellement;133378;Adverbe;;;-;;;dela;définitionnellement;918158;-;-;-;-;-;;dela
dégressivement;133510;Adverbe;;;-;;;dela lglex;dégressivement;918417;-;-;-;-;-;;dela lglex
dégueulassement;133527;Adverbe;;;-;;;dela lglex;dégueulassement;918448;-;-;-;-;-;;dela lglex
déictiquement;133551;Adverbe;;;-;;;dela lglex;déictiquement;918509;-;-;-;-;-;;dela lglex
délétèrement;133634;Adverbe;;;-;;;dela;délétèrement;918688;-;-;-;-;-;;dela
démagogiquement;133639;Adverbe;;;-;;;dela lglex;démagogiquement;918701;-;-;-;-;-;;dela lglex
démentiellement;133670;Adverbe;;;-;;;dela lglex;démentiellement;918763;-;-;-;-;-;;dela lglex
démonologiquement;133702;Adverbe;;;-;;;dela;démonologiquement;918854;-;-;-;-;-;;dela
démotiquement;133717;Adverbe;;;-;;;dela;démotiquement;918888;-;-;-;-;-;;dela
déontologiquement;133789;Adverbe;;;-;;;dela lglex;déontologiquement;919022;-;-;-;-;-;;dela lglex
départementalement;133814;Adverbe;;;-;;;dela lglex;départementalement;919070;-;-;-;-;-;;dela lglex
dépressivement;133912;Adverbe;;;-;;;dela;dépressivement;919262;-;-;-;-;-;;dela
dépréciativement;133929;Adverbe;;;-;;;dela lglex;dépréciativement;919298;-;-;-;-;-;;dela lglex
dérivationnellement;133980;Adverbe;;;-;;;dela lglex;dérivationnellement;919406;-;-;-;-;-;;dela lglex
dérogativement;134004;Adverbe;;;-;;;dela lglex;dérogativement;919452;-;-;-;-;-;;dela lglex
dérogatoirement;134005;Adverbe;;;-;;;dela lglex;dérogatoirement;919456;-;-;-;-;-;;dela lglex
désapprobativement;134061;Adverbe;;;-;;;dela lglex;désapprobativement;919566;-;-;-;-;-;;dela lglex
désespéramment;134149;Adverbe;;;-;;;dela lglex;désespéramment;919746;-;-;-;-;-;;dela lglex
désinvoltement;134223;Adverbe;;;-;;;dela lglex;désinvoltement;919886;-;-;-;-;-;;dela lglex
désolamment;134245;Adverbe;;;-;;;dela lglex;désolamment;919934;-;-;-;-;-;;dela lglex
désordonnément;134254;Adverbe;;;-;;;dela lglex;désordonnément;919947;-;-;-;-;-;;dela lglex
ecclésiologiquement;134479;Adverbe;;;-;;;dela;ecclésiologiquement;920421;-;-;-;-;-;;dela
eidétiquement;134589;Adverbe;;;-;;;dela;eidétiquement;920680;-;-;-;-;-;;dela
embryologiquement;134676;Adverbe;;;-;;;dela lglex;embryologiquement;920881;-;-;-;-;-;;dela lglex
embryonnairement;134678;Adverbe;;;-;;;dela lglex;embryonnairement;920890;-;-;-;-;-;;dela lglex
empathiquement;134709;Adverbe;;;-;;;dela lglex;empathiquement;920968;-;-;-;-;-;;dela lglex
encyclopédiquement;134858;Adverbe;;;-;;;dela lglex;encyclopédiquement;921299;-;-;-;-;-;;dela lglex
encéphalographiquement;134868;Adverbe;;;-;;;dela;encéphalographiquement;921324;-;-;-;-;-;;dela
endémiquement;135036;Adverbe;;;-;;;dela lglex;endémiquement;921776;-;-;-;-;-;;dela lglex
enjôleusement;135122;Adverbe;;;-;;;dela lglex;enjôleusement;921952;-;-;-;-;-;;dela lglex
ensorceleusement;135199;Adverbe;;;-;;;dela lglex;ensorceleusement;922101;-;-;-;-;-;;dela lglex
enthousiastement;135233;Adverbe;;;-;;;dela lglex;enthousiastement;922166;-;-;-;-;-;;dela lglex
entomologiquement;135247;Adverbe;;;-;;;dela lglex;entomologiquement;922200;-;-;-;-;-;;dela lglex
enviablement;135379;Adverbe;;;-;;;dela;enviablement;922493;-;-;-;-;-;;dela
ergonomiquement;135423;Adverbe;;;-;;;dela lglex;ergonomiquement;922622;-;-;-;-;-;;dela lglex
erratiquement;135434;Adverbe;;;-;;;dela;erratiquement;922652;-;-;-;-;-;;dela
eschatologiquement;135457;Adverbe;;;-;;;dela;eschatologiquement;922715;-;-;-;-;-;;dela
espièglement;135491;Adverbe;;;-;;;dela lglex;espièglement;922797;-;-;-;-;-;;dela lglex
estimablement;135564;Adverbe;;;-;;;dela lglex;estimablement;922979;-;-;-;-;-;;dela lglex
ethnographiquement;135601;Adverbe;;;-;;;dela lglex;ethnographiquement;923070;-;-;-;-;-;;dela lglex
ethnolinguistiquement;135605;Adverbe;;;-;;;dela lglex;ethnolinguistiquement;923081;-;-;-;-;-;;dela lglex
eucharistiquement;135633;Adverbe;;;-;;;dela lglex;eucharistiquement;923172;-;-;-;-;-;;dela lglex
euphoriquement;135689;Adverbe;;;-;;;dela lglex;euphoriquement;923316;-;-;-;-;-;;dela lglex
euristiquement;135715;Adverbe;;;-;;;dela;euristiquement;923389;-;-;-;-;-;;dela
eurythmiquement;135756;Adverbe;;;-;;;dela lglex;eurythmiquement;923504;-;-;-;-;-;;dela lglex
euréka;135760;Adverbe;;;-;;;dela;euréka;923513;-;-;-;-;-;;dela
exaspérément;135853;Adverbe;;;-;;;dela lglex;exaspérément;923724;-;-;-;-;-;;dela lglex
excepté;135860;Adverbe;;;-;;;dela;excepté;923742;-;-;-;-;-;;dela
exclamativement;135879;Adverbe;;;-;;;dela lglex;exclamativement;923780;-;-;-;-;-;;dela lglex
excédentairement;135898;Adverbe;;;-;;;dela lglex;excédentairement;923821;-;-;-;-;-;;dela lglex
exigûment;135932;Adverbe;;;-;;;dela lglex;exigûment;923900;-;-;-;-;-;;dela lglex
existentiellement;135946;Adverbe;;;-;;;dela lglex;existentiellement;923927;-;-;-;-;-;;dela lglex
expansivement;136005;Adverbe;;;-;;;dela lglex;expansivement;924118;-;-;-;-;-;;dela lglex
expiatoirement;136014;Adverbe;;;-;;;dela lglex;expiatoirement;924135;-;-;-;-;-;;dela lglex
explicativement;136020;Adverbe;;;-;;;dela lglex;explicativement;924152;-;-;-;-;-;;dela lglex
explosivement;136034;Adverbe;;;-;;;dela lglex;explosivement;924195;-;-;-;-;-;;dela lglex
explétivement;136039;Adverbe;;;-;;;dela lglex;explétivement;924206;-;-;-;-;-;;dela lglex
extensionnellement;136078;Adverbe;;;-;;;dela lglex;extensionnellement;924314;-;-;-;-;-;;dela lglex
extensivement;136081;Adverbe;;;-;;;dela lglex;extensivement;924318;-;-;-;-;-;;dela lglex
exécutoirement;136208;Adverbe;;;-;;;dela lglex lefff;exécutoirement;924680;-;-;-;-;-;;dela lglex lefff
exégétiquement;136210;Adverbe;;;-;;;dela lglex;exégétiquement;924686;-;-;-;-;-;;dela lglex
facheusement;136228;Adverbe;;;-;;;dela;facheusement;924731;-;-;-;-;-;;dela
facile;136231;Adverbe;;;-;;;dela lglex lefff;facile;924739;-;-;-;-;-;;dela lglex lefff
factieusement;136239;Adverbe;;;-;;;dela lglex;factieusement;924760;-;-;-;-;-;;dela lglex
factitivement;136243;Adverbe;;;-;;;dela lglex;factitivement;924770;-;-;-;-;-;;dela lglex
factuellement;136248;Adverbe;;;-;;;dela lglex;factuellement;924776;-;-;-;-;-;;dela lglex
fadassement;136257;Adverbe;;;-;;;dela;fadassement;924802;-;-;-;-;-;;dela
faiblardement;136270;Adverbe;;;-;;;dela;faiblardement;924827;-;-;-;-;-;;dela
falotement;136306;Adverbe;;;-;;;dela lglex;falotement;924923;-;-;-;-;-;;dela lglex
faméliquement;136324;Adverbe;;;-;;;dela lglex;faméliquement;924961;-;-;-;-;-;;dela lglex
fanfaronnement;136328;Adverbe;;;-;;;dela lglex;fanfaronnement;924975;-;-;-;-;-;;dela lglex
fangeusement;136331;Adverbe;;;-;;;dela lglex;fangeusement;924979;-;-;-;-;-;;dela lglex
fantaisistement;136335;Adverbe;;;-;;;dela lglex;fantaisistement;924991;-;-;-;-;-;;dela lglex
fantasmagoriquement;136338;Adverbe;;;-;;;dela lglex;fantasmagoriquement;924999;-;-;-;-;-;;dela lglex
fantômatiquement;136340;Adverbe;;;-;;;dela lglex;fantômatiquement;925023;-;-;-;-;-;;dela lglex
faramineusement;136346;Adverbe;;;-;;;dela lglex;faramineusement;925037;-;-;-;-;-;;dela lglex
faraudement;136348;Adverbe;;;-;;;dela lglex;faraudement;925042;-;-;-;-;-;;dela lglex
fascistement;136397;Adverbe;;;-;;;dela lglex;fascistement;925147;-;-;-;-;-;;dela lglex
fashionablement;136401;Adverbe;;;-;;;dela lglex;fashionablement;925153;-;-;-;-;-;;dela lglex
fatalistement;136411;Adverbe;;;-;;;dela;fatalistement;925179;-;-;-;-;-;;dela
fatidiquement;136412;Adverbe;;;-;;;dela lglex;fatidiquement;925183;-;-;-;-;-;;dela lglex
faux;136442;Adverbe;;;-;;;dela lefff;faux;925264;-;-;-;-;-;;dela lefff
ferme;136514;Adverbe;;;-;;;dela lglex lefff;ferme;925428;-;-;-;-;-;;dela lglex lefff
ferroviairement;136578;Adverbe;;;-;;;dela;ferroviairement;925609;-;-;-;-;-;;dela
fiablement;136635;Adverbe;;;-;;;dela lglex;fiablement;925752;-;-;-;-;-;;dela lglex
fichument;136713;Adverbe;;;-;;;dela lglex;fichument;925958;-;-;-;-;-;;dela lglex
fichûment;136714;Adverbe;;;-;;;dela lglex;fichûment;925959;-;-;-;-;-;;dela lglex
finiment;136820;Adverbe;;;-;;;dela;finiment;926225;-;-;-;-;-;;dela
flagorneusement;136884;Adverbe;;;-;;;dela lglex;flagorneusement;926407;-;-;-;-;-;;dela lglex
flemmardement;136952;Adverbe;;;-;;;dela;flemmardement;926555;-;-;-;-;-;;dela
flou;137012;Adverbe;;;-;;;dela lefff;flou;926694;-;-;-;-;-;;dela lefff
flémardement;137095;Adverbe;;;-;;;dela;flémardement;926898;-;-;-;-;-;;dela
fofollement;137122;Adverbe;;;-;;;dela;fofollement;926965;-;-;-;-;-;;dela
foireusement;137132;Adverbe;;;-;;;dela lglex;foireusement;926980;-;-;-;-;-;;dela lglex
folkloriquement;137147;Adverbe;;;-;;;dela lglex;folkloriquement;927035;-;-;-;-;-;;dela lglex
fourbement;137314;Adverbe;;;-;;;dela lglex;fourbement;927470;-;-;-;-;-;;dela lglex
foutument;137340;Adverbe;;;-;;;dela lglex;foutument;927525;-;-;-;-;-;;dela lglex
franc;137385;Adverbe;;;-;;;dela lefff;franc;927651;-;-;-;-;-;;dela lefff
frigo;137479;Adverbe;;;-;;;dela lefff;frigo;927864;-;-;-;-;-;;dela lefff
friponnement;137493;Adverbe;;;-;;;dela lglex;friponnement;927906;-;-;-;-;-;;dela lglex
frisquet;137500;Adverbe;;;-;;;dela lefff;frisquet;927924;-;-;-;-;-;;dela lefff
froussardement;137540;Adverbe;;;-;;;dela;froussardement;928032;-;-;-;-;-;;dela
fumeusement;137604;Adverbe;;;-;;;dela lglex;fumeusement;928211;-;-;-;-;-;;dela lglex
furibardement;137635;Adverbe;;;-;;;dela;furibardement;928326;-;-;-;-;-;;dela
fécondement;137715;Adverbe;;;-;;;dela;fécondement;928530;-;-;-;-;-;;dela
félonnement;137737;Adverbe;;;-;;;dela lglex;félonnement;928573;-;-;-;-;-;;dela lglex
gaffeusement;137792;Adverbe;;;-;;;dela;gaffeusement;928705;-;-;-;-;-;;dela
gammathérapiquement;137929;Adverbe;;;-;;;dela lglex;gammathérapiquement;929090;-;-;-;-;-;;dela lglex
ganglionnairement;137953;Adverbe;;;-;;;dela;ganglionnairement;929174;-;-;-;-;-;;dela
gastronomiquement;138097;Adverbe;;;-;;;dela lglex;gastronomiquement;929516;-;-;-;-;-;;dela lglex
gentement;138187;Adverbe;;;-;;;dela lglex;gentement;929751;-;-;-;-;-;;dela lglex
gestuellement;138245;Adverbe;;;-;;;dela;gestuellement;929908;-;-;-;-;-;;dela
glaciologiquement;138324;Adverbe;;;-;;;dela;glaciologiquement;930098;-;-;-;-;-;;dela
godichement;138583;Adverbe;;;-;;;dela lglex;godichement;930815;-;-;-;-;-;;dela lglex
goinfrement;138593;Adverbe;;;-;;;dela;goinfrement;930838;-;-;-;-;-;;dela
goniométriquement;138662;Adverbe;;;-;;;dela lglex;goniométriquement;931016;-;-;-;-;-;;dela lglex
gourdement;138728;Adverbe;;;-;;;dela lglex;gourdement;931193;-;-;-;-;-;;dela lglex
gracioso;138755;Adverbe;;;-;;;dela;gracioso;931279;-;-;-;-;-;;dela
grand;138797;Adverbe;;;-;;;dela;grand;931366;-;-;-;-;-;;dela
graphologiquement;138864;Adverbe;;;-;;;dela lglex;graphologiquement;931575;-;-;-;-;-;;dela lglex
gras;138879;Adverbe;;;-;;;dela lefff;gras;931614;-;-;-;-;-;;dela lefff
grazioso;138926;Adverbe;;;-;;;dela lefff;grazioso;931748;-;-;-;-;-;;dela lefff
grégairement;139061;Adverbe;;;-;;;dela lglex;grégairement;932085;-;-;-;-;-;;dela lglex
gutturalement;139146;Adverbe;;;-;;;dela lglex;gutturalement;932295;-;-;-;-;-;;dela lglex
guères;139149;Adverbe;;;-;;;dela lefff;guères;932308;-;-;-;-;-;;dela lefff
gynécologiquement;139199;Adverbe;;;-;;;dela lglex;gynécologiquement;932452;-;-;-;-;-;;dela lglex
géodynamiquement;139318;Adverbe;;;-;;;dela lglex;géodynamiquement;932820;-;-;-;-;-;;dela lglex
géophysiquement;139334;Adverbe;;;-;;;dela lglex;géophysiquement;932892;-;-;-;-;-;;dela lglex
géopolitiquement;139335;Adverbe;;;-;;;dela lglex;géopolitiquement;932899;-;-;-;-;-;;dela lglex
hagardement;139431;Adverbe;;;-;;;dela lglex;hagardement;933182;-;-;-;-;-;;dela lglex
hagiographiquement;139434;Adverbe;;;-;;;dela lglex;hagiographiquement;933193;-;-;-;-;-;;dela lglex
haïssablement;139746;Adverbe;;;-;;;dela lglex;haïssablement;933932;-;-;-;-;-;;dela lglex
heptagonalement;139793;Adverbe;;;-;;;dela lglex;heptagonalement;934076;-;-;-;-;-;;dela lglex
herméneutiquement;139840;Adverbe;;;-;;;dela lglex;herméneutiquement;934193;-;-;-;-;-;;dela lglex
heuristiquement;139874;Adverbe;;;-;;;dela lglex;heuristiquement;934298;-;-;-;-;-;;dela lglex
hexagonalement;139893;Adverbe;;;-;;;dela lglex;hexagonalement;934348;-;-;-;-;-;;dela lglex
hexaédriquement;139926;Adverbe;;;-;;;dela;hexaédriquement;934439;-;-;-;-;-;;dela
hilarement;139960;Adverbe;;;-;;;dela lglex;hilarement;934543;-;-;-;-;-;;dela lglex
hippiatriquement;139977;Adverbe;;;-;;;dela lglex;hippiatriquement;934591;-;-;-;-;-;;dela lglex
hippiquement;139978;Adverbe;;;-;;;dela;hippiquement;934601;-;-;-;-;-;;dela
hippologiquement;139983;Adverbe;;;-;;;dela lglex;hippologiquement;934620;-;-;-;-;-;;dela lglex
homocentriquement;140168;Adverbe;;;-;;;dela lglex;homocentriquement;935253;-;-;-;-;-;;dela lglex
homographiquement;140185;Adverbe;;;-;;;dela lglex;homographiquement;935339;-;-;-;-;-;;dela lglex
homogènement;140187;Adverbe;;;-;;;dela lglex;homogènement;935346;-;-;-;-;-;;dela lglex
hormis;140276;Adverbe;;;-;;;dela;hormis;935682;-;-;-;-;-;;dela
hormonalement;140280;Adverbe;;;-;;;dela lglex;hormonalement;935688;-;-;-;-;-;;dela lglex
hybridement;140433;Adverbe;;;-;;;dela;hybridement;936140;-;-;-;-;-;;dela
hydrodynamiquement;140529;Adverbe;;;-;;;dela lglex;hydrodynamiquement;936397;-;-;-;-;-;;dela lglex
hydrographiquement;140541;Adverbe;;;-;;;dela lglex;hydrographiquement;936432;-;-;-;-;-;;dela lglex
hydrologiquement;140552;Adverbe;;;-;;;dela lglex;hydrologiquement;936470;-;-;-;-;-;;dela lglex
hydrométriquement;140577;Adverbe;;;-;;;dela lglex;hydrométriquement;936542;-;-;-;-;-;;dela lglex
hydropneumatiquement;140590;Adverbe;;;-;;;dela lglex;hydropneumatiquement;936589;-;-;-;-;-;;dela lglex
hydrostatiquement;140618;Adverbe;;;-;;;dela lglex;hydrostatiquement;936660;-;-;-;-;-;;dela lglex
hydrothérapiquement;140631;Adverbe;;;-;;;dela lglex;hydrothérapiquement;936696;-;-;-;-;-;;dela lglex
hypercorrectement;140808;Adverbe;;;-;;;dela lglex;hypercorrectement;937219;-;-;-;-;-;;dela lglex
hypocondriaquement;141185;Adverbe;;;-;;;dela lglex;hypocondriaquement;938289;-;-;-;-;-;;dela lglex
hypocoristiquement;141187;Adverbe;;;-;;;dela lglex;hypocoristiquement;938296;-;-;-;-;-;;dela lglex
hypodermiquement;141201;Adverbe;;;-;;;dela lglex;hypodermiquement;938343;-;-;-;-;-;;dela lglex
hélicoïdalement;141480;Adverbe;;;-;;;dela lglex;hélicoïdalement;939205;-;-;-;-;-;;dela lglex
héliographiquement;141486;Adverbe;;;-;;;dela lglex;héliographiquement;939232;-;-;-;-;-;;dela lglex
hématologiquement;141553;Adverbe;;;-;;;dela lglex;hématologiquement;939421;-;-;-;-;-;;dela lglex
hémiédriquement;141683;Adverbe;;;-;;;dela;hémiédriquement;939749;-;-;-;-;-;;dela
hémodynamiquement;141720;Adverbe;;;-;;;dela lglex;hémodynamiquement;939835;-;-;-;-;-;;dela lglex
hémostatiquement;141782;Adverbe;;;-;;;dela;hémostatiquement;940023;-;-;-;-;-;;dela
hérétiquement;141877;Adverbe;;;-;;;dela lglex;hérétiquement;940311;-;-;-;-;-;;dela lglex
hétérodoxement;141918;Adverbe;;;-;;;dela;hétérodoxement;940445;-;-;-;-;-;;dela
hétérogènement;141929;Adverbe;;;-;;;dela;hétérogènement;940497;-;-;-;-;-;;dela
ichtyologiquement;142041;Adverbe;;;-;;;dela lglex;ichtyologiquement;940900;-;-;-;-;-;;dela lglex
iconiquement;142062;Adverbe;;;-;;;dela lglex;iconiquement;940957;-;-;-;-;-;;dela lglex
iconographiquement;142063;Adverbe;;;-;;;dela lglex;iconographiquement;940962;-;-;-;-;-;;dela lglex
id;142075;Adverbe;;;-;;;dela;id;941011;-;-;-;-;-;;dela
idiomatiquement;142093;Adverbe;;;-;;;dela lglex;idiomatiquement;941068;-;-;-;-;-;;dela lglex
idiosyncrasiquement;142100;Adverbe;;;-;;;dela lglex;idiosyncrasiquement;941099;-;-;-;-;-;;dela lglex
idiosyncratiquement;142101;Adverbe;;;-;;;dela lglex;idiosyncratiquement;941104;-;-;-;-;-;;dela lglex
idoinement;142114;Adverbe;;;-;;;dela;idoinement;941142;-;-;-;-;-;;dela
idolatriquement;142115;Adverbe;;;-;;;dela;idolatriquement;941145;-;-;-;-;-;;dela
idéalistement;142124;Adverbe;;;-;;;dela lglex;idéalistement;941181;-;-;-;-;-;;dela lglex
idéographiquement;142133;Adverbe;;;-;;;dela lglex;idéographiquement;941212;-;-;-;-;-;;dela lglex
ignarement;142140;Adverbe;;;-;;;dela lglex;ignarement;941233;-;-;-;-;-;;dela lglex
ignoramment;142147;Adverbe;;;-;;;dela lglex;ignoramment;941268;-;-;-;-;-;;dela lglex
imbattablement;142226;Adverbe;;;-;;;dela;imbattablement;941474;-;-;-;-;-;;dela
immaculément;142247;Adverbe;;;-;;;dela lglex;immaculément;941538;-;-;-;-;-;;dela lglex
imminemment;142260;Adverbe;;;-;;;dela;imminemment;941603;-;-;-;-;-;;dela
immondement;142267;Adverbe;;;-;;;dela lglex;immondement;941626;-;-;-;-;-;;dela lglex
immunitairement;142276;Adverbe;;;-;;;dela lglex;immunitairement;941653;-;-;-;-;-;;dela lglex
immunologiquement;142322;Adverbe;;;-;;;dela lglex;immunologiquement;941769;-;-;-;-;-;;dela lglex
impayablement;142397;Adverbe;;;-;;;dela lglex;impayablement;941967;-;-;-;-;-;;dela lglex
imprescriptiblement;142444;Adverbe;;;-;;;dela lglex;imprescriptiblement;942149;-;-;-;-;-;;dela lglex
impromptu;142459;Adverbe;;;-;;;dela lglex lefff;impromptu;942201;-;-;-;-;-;;dela lglex lefff
inacceptablement;142510;Adverbe;;;-;;;dela lglex;inacceptablement;942378;-;-;-;-;-;;dela lglex
inaccessiblement;142512;Adverbe;;;-;;;dela lglex;inaccessiblement;942384;-;-;-;-;-;;dela lglex
