---------------------------------------------------------------------------
Morphalou3.1 : Lexique morphologique ouvert du français – Ce fichier contient uniquement les Adverbes
4 157 lemmes et 4 167 formes fléchies de catégorie Adverbes (sur un total de 159 271 lemmes et 976 570 formes fléchies, toutes catégories confondues)
Le maintien et la mise à jour du lexique sont assurés par l'ATILF CNRS. (44 avenue de la Libération 54000 Nancy)
Morphalou3 est distribué sous licence LGPL-LR.
Version de 6/2016
Morphalou3 est le résultat de la fusion de 5 lexiques :
	- Morphalou2 (décembre 2013) : http://www.cnrtl.fr/lexiques/morphalou/
	- DELA (décembre 2011) : http://infolingu.univ-mlv.fr/
	- Dicollecte (4.3) : http://dicollecte.org/home.php?prj=fr
	- Lefff (2.1) : http://www.labri.fr/perso/clement/lefff/
	- LGLex et LGLexLefff (3.4) : http://infolingu.univ-mlv.fr/
Ce travail a été réalisé par Marie TONNELIER dans le cadre du projet Ortolang. (ORTOLANG bénéficie d'une aide de l’Etat au titre du programme « Investissements d’avenir » ANR–11–EQPX–0032)
---------------------------------------------------------------------------
LEMME;;;;;;;;;FLEXION;;;;;;;;
GRAPHIE;ID;CATÉGORIE;SOUS CATÉGORIE;LOCUTION;GENRE;AUTRES LEMMES LIÉS;PHONÉTIQUE;ORIGINES;GRAPHIE;ID;NOMBRE;MODE;GENRE;TEMPS;PERSONNE;PHONÉTIQUE;ORIGINES
angéliquement;4332;Adverbe;;;-;;a~ Z e l i k @ m a~ OU a~ Z E/ l i k @ m a~ ;morphalou2 dela dicollecte lglex;angéliquement;31833;-;-;-;-;-;a~ Z e l i k @ m a~ OU a~ Z E/ l i k @ m a~ ;morphalou2 dela dicollecte lglex
animalement;4361;Adverbe;;;-;;a n i m a l @ m a~;morphalou2 dela dicollecte lglex;animalement;32051;-;-;-;-;-;a n i m a l @ m a~;morphalou2 dela dicollecte lglex
annuellement;4455;Adverbe;;;-;;a n y E l @ m a~ OU a n y E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;annuellement;32760;-;-;-;-;-;a n y E l @ m a~ OU a n y E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
anonymement;4495;Adverbe;;;-;;a n O n i m @ m a~ OU a n O/ n i m @ m a~ ;morphalou2 dela dicollecte lglex lefff;anonymement;33014;-;-;-;-;-;a n O n i m @ m a~ OU a n O/ n i m @ m a~ ;morphalou2 dela dicollecte lglex lefff
anormalement;4516;Adverbe;;;-;;a n O R m a l @ m a~;morphalou2 dela dicollecte lglex lefff;anormalement;33111;-;-;-;-;-;a n O R m a l @ m a~;morphalou2 dela dicollecte lglex lefff
anthropologiquement;4596;Adverbe;;;-;;a~ t R O p O l O Z i k @ m a~ OU a~ t R O/ p O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;anthropologiquement;33471;-;-;-;-;-;a~ t R O p O l O Z i k @ m a~ OU a~ t R O/ p O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
anthropomorphiquement;4607;Adverbe;;;-;;a~ t R O p O m O R f i k @ m a~ OU a~ t R O/ p O/ m O R f i k @ m a~ ;morphalou2 dela lglex;anthropomorphiquement;33496;-;-;-;-;-;a~ t R O p O m O R f i k @ m a~ OU a~ t R O/ p O/ m O R f i k @ m a~ ;morphalou2 dela lglex
anticipativement;4679;Adverbe;;;-;;a~ t i s i p a t i v @ m a~;morphalou2 dela lglex;anticipativement;33740;-;-;-;-;-;a~ t i s i p a t i v @ m a~;morphalou2 dela lglex
anticonstitutionnellement;4701;Adverbe;;;-;;a~ t i k o~ s t i t y s j O n E l @ m a~ OU a~ t i k o~ s t i t y s j O/ n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;anticonstitutionnellement;33852;-;-;-;-;-;a~ t i k o~ s t i t y s j O n E l @ m a~ OU a~ t i k o~ s t i t y s j O/ n E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
antigéniquement;4755;Adverbe;;;-;;a~ t i Z e n i k @ m a~ OU a~ t i Z E/ n i k @ m a~ ;morphalou2 dela lglex;antigéniquement;34097;-;-;-;-;-;a~ t i Z e n i k @ m a~ OU a~ t i Z E/ n i k @ m a~ ;morphalou2 dela lglex
antinomiquement;4818;Adverbe;;;-;;a~ t i n O m i k @ m a~ OU a~ t i n O/ m i k @ m a~ ;morphalou2 dela lglex;antinomiquement;34273;-;-;-;-;-;a~ t i n O m i k @ m a~ OU a~ t i n O/ m i k @ m a~ ;morphalou2 dela lglex
antipathiquement;4841;Adverbe;;;-;;a~ t i p a t i k @ m a~;morphalou2 dela lglex;antipathiquement;34332;-;-;-;-;-;a~ t i p a t i k @ m a~;morphalou2 dela lglex
antiquement;4889;Adverbe;;;-;;a~ t i k @ m a~;morphalou2 dela dicollecte lglex lefff;antiquement;34469;-;-;-;-;-;a~ t i k @ m a~;morphalou2 dela dicollecte lglex lefff
antécédemment;4972;Adverbe;;;-;;a~ t e s e d a m a~ OU a~ t E/ s E/ d a m a~ ;morphalou2 dela;antécédemment;34759;-;-;-;-;-;a~ t e s e d a m a~ OU a~ t E/ s E/ d a m a~ ;morphalou2 dela
antérieurement;4984;Adverbe;;;-;;a~ t e R j 9 R @ m a~ OU a~ t E/ R j 6 R @ m a~ ;morphalou2 dela dicollecte lglex lefff;antérieurement;34839;-;-;-;-;-;a~ t e R j 9 R @ m a~ OU a~ t E/ R j 6 R @ m a~ ;morphalou2 dela dicollecte lglex lefff
anxieusement;4998;Adverbe;;;-;;a~ k s j 9 z @ m a~ OU a~ k s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;anxieusement;34923;-;-;-;-;-;a~ k s j 9 z @ m a~ OU a~ k s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
apertement;5076;Adverbe;;;-;;a p E R t @ m a~;morphalou2 dela lglex;apertement;35421;-;-;-;-;-;a p E R t @ m a~;morphalou2 dela lglex
apocalyptiquement;5177;Adverbe;;;-;;a p O k a l i p t i k @ m a~ OU a p O/ k a l i p t i k @ m a~ ;morphalou2 dela lglex;apocalyptiquement;36211;-;-;-;-;-;a p O k a l i p t i k @ m a~ OU a p O/ k a l i p t i k @ m a~ ;morphalou2 dela lglex
apodictiquement;5196;Adverbe;;;-;;a p O d i k t i k @ m a~ OU a p O/ d i k t i k @ m a~ ;morphalou2 dela dicollecte lglex;apodictiquement;36256;-;-;-;-;-;a p O d i k t i k @ m a~ OU a p O/ d i k t i k @ m a~ ;morphalou2 dela dicollecte lglex
apostoliquement;5248;Adverbe;;;-;;a p O s t O l i k @ m a~ OU a p O/ s t O/ l i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;apostoliquement;36685;-;-;-;-;-;a p O s t O l i k @ m a~ OU a p O/ s t O/ l i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
apparemment;5287;Adverbe;;;-;;a p a R a m a~;morphalou2 dela dicollecte lglex lefff;apparemment;37118;-;-;-;-;-;a p a R a m a~;morphalou2 dela dicollecte lglex lefff
approximativement;5429;Adverbe;;;-;;a p R O k s i m a t i v @ m a~ OU a p R O/ k s i m a t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff;approximativement;38789;-;-;-;-;-;a p R O k s i m a t i v @ m a~ OU a p R O/ k s i m a t i v @ m a~ ;morphalou2 dela dicollecte lglex lefff
appréciablement;5433;Adverbe;;;-;;a p R e s j a b l @ m a~ OU a p R E/ s j a b l @ m a~ ;morphalou2 dela dicollecte lglex;appréciablement;38847;-;-;-;-;-;a p R e s j a b l @ m a~ OU a p R E/ s j a b l @ m a~ ;morphalou2 dela dicollecte lglex
arbitrairement;5615;Adverbe;;;-;;a R b i t R E R @ m a~ OU a R b i t R E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;arbitrairement;40142;-;-;-;-;-;a R b i t R E R @ m a~ OU a R b i t R E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
arbitralement;5617;Adverbe;;;-;;a R b i t R a l @ m a~;morphalou2 dela dicollecte lglex;arbitralement;40147;-;-;-;-;-;a R b i t R a l @ m a~;morphalou2 dela dicollecte lglex
archaïquement;5661;Adverbe;;;-;;a R k a i k @ m a~;morphalou2 dela lglex;archaïquement;40467;-;-;-;-;-;a R k a i k @ m a~;morphalou2 dela lglex
architectoniquement;5705;Adverbe;;;-;;a R S i t E k t O n i k @ m a~ OU a R S i t E k t O/ n i k @ m a~ ;morphalou2 dela lglex lefff;architectoniquement;40611;-;-;-;-;-;a R S i t E k t O n i k @ m a~ OU a R S i t E k t O/ n i k @ m a~ ;morphalou2 dela lglex lefff
architecturalement;5711;Adverbe;;;-;;a R S i t E k t y R a l @ m a~;morphalou2 dela dicollecte lglex;architecturalement;40624;-;-;-;-;-;a R S i t E k t y R a l @ m a~;morphalou2 dela dicollecte lglex
archéologiquement;5736;Adverbe;;;-;;a R k e O l O Z i k @ m a~ OU a R k E/ O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex;archéologiquement;40780;-;-;-;-;-;a R k e O l O Z i k @ m a~ OU a R k E/ O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex
ardemment;5750;Adverbe;;;-;;a R d a m a~;morphalou2 dela dicollecte lglex lefff;ardemment;40864;-;-;-;-;-;a R d a m a~;morphalou2 dela dicollecte lglex lefff
ardito;5759;Adverbe;;;-;;a R d i t o;morphalou2;ardito;40885;-;-;-;-;-;a R d i t o;morphalou2
ardûment;5770;Adverbe;;;-;;a R d y m a~;morphalou2;ardûment;40964;-;-;-;-;-;a R d y m a~;morphalou2
arioso;5852;Adverbe;;;-;;a R j O z o OU a R j O/ z o ;morphalou2;arioso;41501;-;-;-;-;-;a R j O z o OU a R j O/ z o ;morphalou2
aristocratiquement;5860;Adverbe;;;-;;a R i s t O k R a t i k @ m a~ OU a R i s t O/ k R a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;aristocratiquement;41520;-;-;-;-;-;a R i s t O k R a t i k @ m a~ OU a R i s t O/ k R a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
arithmétiquement;5875;Adverbe;;;-;;a R i t m e t i k @ m a~ OU a R i t m E/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;arithmétiquement;41606;-;-;-;-;-;a R i t m e t i k @ m a~ OU a R i t m E/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
arrière;6025;Adverbe;;;-;;a R j E R @;morphalou2 dela lefff;arrière;42933;-;-;-;-;-;a R j E R @;morphalou2 dela lefff
arrogamment;6036;Adverbe;;;-;;a R O g a m a~ OU a R O/ g a m a~ ;morphalou2 dela dicollecte lglex lefff;arrogamment;43005;-;-;-;-;-;a R O g a m a~ OU a R O/ g a m a~ ;morphalou2 dela dicollecte lglex lefff
artificiellement;6134;Adverbe;;;-;;a R t i f i s j E l @ m a~ OU a R t i f i s j E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;artificiellement;43639;-;-;-;-;-;a R t i f i s j E l @ m a~ OU a R t i f i s j E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
artificieusement;6137;Adverbe;;;-;;a R t i f i s j 9 z @ m a~ OU a R t i f i s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;artificieusement;43693;-;-;-;-;-;a R t i f i s j 9 z @ m a~ OU a R t i f i s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
artisanalement;6147;Adverbe;;;-;;a R t i z a n a l @ m a~;morphalou2 dela dicollecte lglex lefff;artisanalement;43718;-;-;-;-;-;a R t i z a n a l @ m a~;morphalou2 dela dicollecte lglex lefff
artistement;6154;Adverbe;;;-;;a R t i s t @ m a~;morphalou2 dela dicollecte lglex lefff;artistement;43733;-;-;-;-;-;a R t i s t @ m a~;morphalou2 dela dicollecte lglex lefff
artistiquement;6157;Adverbe;;;-;;a R t i s t i k @ m a~;morphalou2 dela dicollecte lglex lefff;artistiquement;43740;-;-;-;-;-;a R t i s t i k @ m a~;morphalou2 dela dicollecte lglex lefff
ascétiquement;6279;Adverbe;;;-;;a s e t i k @ m a~ OU a s E/ t i k @ m a~ ;morphalou2 dela lglex;ascétiquement;44383;-;-;-;-;-;a s e t i k @ m a~ OU a s E/ t i k @ m a~ ;morphalou2 dela lglex
aseptiquement;6285;Adverbe;;;-;;a s E p t i k @ m a~;morphalou2 dela dicollecte lglex;aseptiquement;44445;-;-;-;-;-;a s E p t i k @ m a~;morphalou2 dela dicollecte lglex
asiatiquement;6302;Adverbe;;;-;;a z j a t i k @ m a~;morphalou2 dela lglex;asiatiquement;44536;-;-;-;-;-;a z j a t i k @ m a~;morphalou2 dela lglex
assez;6457;Adverbe;;;-;;a s e;morphalou2 dela dicollecte lefff;assez;45750;-;-;-;-;-;a s e;morphalou2 dela dicollecte lefff
assidûment;6462;Adverbe;;;-;;a s i d y m a~;morphalou2 dela dicollecte lglex lefff;assidûment;45810;-;-;-;-;-;a s i d y m a~;morphalou2 dela dicollecte lglex lefff
associativement;6513;Adverbe;;;-;;a s O s j a t i v @ m a~ OU a s O/ s j a t i v @ m a~ ;morphalou2 dela lglex;associativement;46139;-;-;-;-;-;a s O s j a t i v @ m a~ OU a s O/ s j a t i v @ m a~ ;morphalou2 dela lglex
assurément;6597;Adverbe;;;-;;a s y R e m a~ OU a s y R E/ m a~ ;morphalou2 dela dicollecte lglex lefff;assurément;47179;-;-;-;-;-;a s y R e m a~ OU a s y R E/ m a~ ;morphalou2 dela dicollecte lglex lefff
astrologiquement;6662;Adverbe;;;-;;a s t R O l O Z i k @ m a~ OU a s t R O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex;astrologiquement;47544;-;-;-;-;-;a s t R O l O Z i k @ m a~ OU a s t R O/ l O/ Z i k @ m a~ ;morphalou2 dela dicollecte lglex
astronomiquement;6671;Adverbe;;;-;;a s t R O n O m i k @ m a~ OU a s t R O/ n O/ m i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;astronomiquement;47614;-;-;-;-;-;a s t R O n O m i k @ m a~ OU a s t R O/ n O/ m i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
astucieusement;6680;Adverbe;;;-;;a s t y s j 9 z @ m a~ OU a s t y s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;astucieusement;47635;-;-;-;-;-;a s t y s j 9 z @ m a~ OU a s t y s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
asymptotiquement;6694;Adverbe;;;-;;a s e~ p t O t i k @ m a~ OU a s e~ p t O/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;asymptotiquement;47670;-;-;-;-;-;a s e~ p t O t i k @ m a~ OU a s e~ p t O/ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
asymétriquement;6697;Adverbe;;;-;;a s i m e t R i k @ m a~ OU a s i m E/ t R i k @ m a~ ;morphalou2 dela dicollecte lglex;asymétriquement;47677;-;-;-;-;-;a s i m e t R i k @ m a~ OU a s i m E/ t R i k @ m a~ ;morphalou2 dela dicollecte lglex
athlétiquement;6741;Adverbe;;;-;;a t l e t i k @ m a~ OU a t l E/ t i k @ m a~ ;morphalou2 dela lglex;athlétiquement;47841;-;-;-;-;-;a t l e t i k @ m a~ OU a t l E/ t i k @ m a~ ;morphalou2 dela lglex
atomiquement;6794;Adverbe;;;-;;a t O m i k @ m a~ OU a t O/ m i k @ m a~ ;morphalou2 dela dicollecte lglex;atomiquement;48120;-;-;-;-;-;a t O m i k @ m a~ OU a t O/ m i k @ m a~ ;morphalou2 dela dicollecte lglex
atrocement;6824;Adverbe;;;-;;a t R O s @ m a~ OU a t R O/ s @ m a~ ;morphalou2 dela dicollecte lglex lefff;atrocement;48301;-;-;-;-;-;a t R O s @ m a~ OU a t R O/ s @ m a~ ;morphalou2 dela dicollecte lglex lefff
attentatoirement;6900;Adverbe;;;-;;a t a~ t a t w a R @ m a~;morphalou2;attentatoirement;48987;-;-;-;-;-;a t a~ t a t w a R @ m a~;morphalou2
attentivement;6913;Adverbe;;;-;;a t a~ t i v @ m a~;morphalou2 dela dicollecte lglex lefff;attentivement;49120;-;-;-;-;-;a t a~ t i v @ m a~;morphalou2 dela dicollecte lglex lefff
attiquement;6943;Adverbe;;;-;;a t i k @ m a~;morphalou2 dela lglex;attiquement;49438;-;-;-;-;-;a t i k @ m a~;morphalou2 dela lglex
aucunement;7048;Adverbe;;;-;;o k y n @ m a~ OU O/ k y n @ m a~ ;morphalou2 dela dicollecte lglex lefff;aucunement;50430;-;-;-;-;-;o k y n @ m a~ OU O/ k y n @ m a~ ;morphalou2 dela dicollecte lglex lefff
audacieusement;7050;Adverbe;;;-;;o d a s j 9 z @ m a~ OU O/ d a s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;audacieusement;50433;-;-;-;-;-;o d a s j 9 z @ m a~ OU O/ d a s j 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
auguralement;7086;Adverbe;;;-;;o g y R a l @ m a~ OU O/ g y R a l @ m a~ ;morphalou2 dela lglex;auguralement;50618;-;-;-;-;-;o g y R a l @ m a~ OU O/ g y R a l @ m a~ ;morphalou2 dela lglex
augustement;7093;Adverbe;;;-;;o g y s t @ m a~ OU O/ g y s t @ m a~ ;morphalou2 dela lglex;augustement;50682;-;-;-;-;-;o g y s t @ m a~ OU O/ g y s t @ m a~ ;morphalou2 dela lglex
auparavant;7127;Adverbe;;;-;;o p a R a v a~ OU O/ p a R a v a~ ;morphalou2 dela dicollecte lglex lefff;auparavant;50859;-;-;-;-;-;o p a R a v a~ OU O/ p a R a v a~ ;morphalou2 dela dicollecte lglex lefff
auprès;7128;Adverbe;;;-;;o p R E OU O/ p R E/ ;morphalou2 dela dicollecte lefff;auprès;50860;-;-;-;-;-;o p R E OU O/ p R E/ ;morphalou2 dela dicollecte lefff
aussi;7167;Adverbe;;;-;;o s i OU O/ s i ;morphalou2 dela dicollecte lglex lefff;aussi;51109;-;-;-;-;-;o s i OU O/ s i ;morphalou2 dela dicollecte lglex lefff
aussitôt;7168;Adverbe;;;-;;o s i t o OU O/ s i t o ;morphalou2 dela dicollecte lefff;aussitôt;51110;-;-;-;-;-;o s i t o OU O/ s i t o ;morphalou2 dela dicollecte lefff
austèrement;7183;Adverbe;;;-;;o s t E R @ m a~ OU O/ s t E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;austèrement;51153;-;-;-;-;-;o s t E R @ m a~ OU O/ s t E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
autant;7187;Adverbe;;;-;;o t a~ OU O/ t a~ ;morphalou2 dela dicollecte lefff;autant;51160;-;-;-;-;-;o t a~ OU O/ t a~ ;morphalou2 dela dicollecte lefff
authentiquement;7200;Adverbe;;;-;;o t a~ t i k @ m a~ OU O/ t a~ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;authentiquement;51238;-;-;-;-;-;o t a~ t i k @ m a~ OU O/ t a~ t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
autocratiquement;7230;Adverbe;;;-;;o t O k R a t i k @ m a~ OU O/ t O/ k R a t i k @ m a~ ;morphalou2 dela dicollecte lglex;autocratiquement;51360;-;-;-;-;-;o t O k R a t i k @ m a~ OU O/ t O/ k R a t i k @ m a~ ;morphalou2 dela dicollecte lglex
automatiquement;7291;Adverbe;;;-;;o t O m a t i k @ m a~ OU O/ t O/ m a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff;automatiquement;51764;-;-;-;-;-;o t O m a t i k @ m a~ OU O/ t O/ m a t i k @ m a~ ;morphalou2 dela dicollecte lglex lefff
autoritairement;7342;Adverbe;;;-;;o t O R i t E R @ m a~ OU O/ t O/ R i t E/ R @ m a~ ;morphalou2 dela dicollecte lglex;autoritairement;52042;-;-;-;-;-;o t O R i t E R @ m a~ OU O/ t O/ R i t E/ R @ m a~ ;morphalou2 dela dicollecte lglex
autour;7359;Adverbe;;;-;;o t u R OU O/ t u R ;morphalou2 dicollecte lefff;autour;52081;-;-;-;-;-;o t u R OU O/ t u R ;morphalou2 dicollecte lefff
autrefois;7366;Adverbe;;;-;;o t R @ f w a OU O/ t R @ f w a ;morphalou2 dela dicollecte lglex lefff;autrefois;52096;-;-;-;-;-;o t R @ f w a OU O/ t R @ f w a ;morphalou2 dela dicollecte lglex lefff
autrement;7367;Adverbe;;;-;;o t R @ m a~ OU O/ t R @ m a~ ;morphalou2 dela dicollecte lglex lefff;autrement;52097;-;-;-;-;-;o t R @ m a~ OU O/ t R @ m a~ ;morphalou2 dela dicollecte lglex lefff
auxiliairement;7380;Adverbe;;;-;;o k s i l j E R @ m a~ OU O/ k s i l j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff;auxiliairement;52125;-;-;-;-;-;o k s i l j E R @ m a~ OU O/ k s i l j E/ R @ m a~ ;morphalou2 dela dicollecte lglex lefff
avantageusement;7420;Adverbe;;;-;;a v a~ t a Z 9 z @ m a~ OU a v a~ t a Z 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;avantageusement;52512;-;-;-;-;-;a v a~ t a Z 9 z @ m a~ OU a v a~ t a Z 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
avarement;7425;Adverbe;;;-;;a v a R @ m a~;morphalou2 dela dicollecte lglex;avarement;52525;-;-;-;-;-;a v a R @ m a~;morphalou2 dela dicollecte lglex
avaricieusement;7428;Adverbe;;;-;;a v a R i s j 9 z @ m a~ OU a v a R i s j 6 z @ m a~ ;morphalou2 dela lglex;avaricieusement;52530;-;-;-;-;-;a v a R i s j 9 z @ m a~ OU a v a R i s j 6 z @ m a~ ;morphalou2 dela lglex
aventureusement;7456;Adverbe;;;-;;a v a~ t y R 9 z @ m a~ OU a v a~ t y R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff;aventureusement;52787;-;-;-;-;-;a v a~ t y R 9 z @ m a~ OU a v a~ t y R 6 z @ m a~ ;morphalou2 dela dicollecte lglex lefff
aventurément;7466;Adverbe;;;-;;a v a~ t y R e m a~ OU a v a~ t y R E/ m a~ ;morphalou2 dela lglex;aventurément;52814;-;-;-;-;-;a v a~ t y R e m a~ OU a v a~ t y R E/ m a~ ;morphalou2 dela lglex
aveuglément;7497;Adverbe;;;-;;a v 2 g l e m a~ OU a v 6 g l E/ m a~ ;morphalou2 dela dicollecte lglex lefff;aveuglément;53035;-;-;-;-;-;a v 2 g l e m a~ OU a v 6 g l E/ m a~ ;morphalou2 dela dicollecte lglex lefff
avidement;7516;Adverbe;;;-;;a v i d @ m a~;morphalou2 dela dicollecte lglex lefff;avidement;53132;-;-;-;-;-;a v i d @ m a~;morphalou2 dela dicollecte lglex lefff
avunculairement;7597;Adverbe;;;-;;a v o~ k y l E R @ m a~ OU a v o~ k y l E/ R @ m a~ ;morphalou2 dela lglex;avunculairement;54054;-;-;-;-;-;a v o~ k y l E R @ m a~ OU a v o~ k y l E/ R @ m a~ ;morphalou2 dela lglex
axialement;7607;Adverbe;;;-;;a k s j a l @ m a~;morphalou2 dela;axialement;54175;-;-;-;-;-;a k s j a l @ m a~;morphalou2 dela
axiologiquement;7614;Adverbe;;;-;;a k s j O l O Z i k @ m a~ OU a k s j O/ l O/ Z i k @ m a~ ;morphalou2 dela lglex;axiologiquement;54196;-;-;-;-;-;a k s j O l O Z i k @ m a~ OU a k s j O/ l O/ Z i k @ m a~ ;morphalou2 dela lglex
aériennement;7703;Adverbe;;;-;;a e R j E n @ m a~ OU a E/ R j E/ n @ m a~ ;morphalou2 dela lglex;aériennement;54615;-;-;-;-;-;a e R j E n @ m a~ OU a E/ R j E/ n @ m a~ ;morphalou2 dela lglex
babéliquement;7843;Adverbe;;;-;;b a b e l i k @ m a~ OU b a b E/ l i k @ m a~ ;morphalou2 dela lglex;babéliquement;55056;-;-;-;-;-;b a b e l i k @ m a~ OU b a b E/ l i k @ m a~ ;morphalou2 dela lglex
bactériologiquement;7894;Adverbe;;;-;;b a k t e R j O l O Z i k @ m a~ OU b a k t E/ R j O/ l O/ Z i k @ m a~ ;morphalou2 dela lglex;bactériologiquement;55218;-;-;-;-;-;b a k t e R j O l O Z i k @ m a~ OU b a k t E/ R j O/ l O/ Z i k @ m a~ ;morphalou2 dela lglex
badinement;7932;Adverbe;;;-;;b a d i n @ m a~;morphalou2 dela lglex;badinement;55402;-;-;-;-;-;b a d i n @ m a~;morphalou2 dela lglex
balourdement;8203;Adverbe;;;-;;b a l u R d @ m a~;morphalou2 dela dicollecte lglex;balourdement;57509;-;-;-;-;-;b a l u R d @ m a~;morphalou2 dela dicollecte lglex
balsamiquement;8212;Adverbe;;;-;;b a l z a m i k @ m a~;morphalou2 dela lglex;balsamiquement;57532;-;-;-;-;-;b a l z a m i k @ m a~;morphalou2 dela lglex
banalement;8258;Adverbe;;;-;;b a n a l @ m a~;morphalou2 dela dicollecte lglex lefff;banalement;57745;-;-;-;-;-;b a n a l @ m a~;morphalou2 dela dicollecte lglex lefff
barbarement;8409;Adverbe;;;-;;b a R b a R @ m a~;morphalou2 dela dicollecte lglex;barbarement;58869;-;-;-;-;-;b a R b a R @ m a~;morphalou2 dela dicollecte lglex
barométriquement;8526;Adverbe;;;-;;b a R O m e t R i k @ m a~ OU b a R O/ m E/ t R i k @ m a~ ;morphalou2 dela lglex;barométriquement;59693;-;-;-;-;-;b a R O m e t R i k @ m a~ OU b a R O/ m E/ t R i k @ m a~ ;morphalou2 dela lglex
baroquement;8539;Adverbe;;;-;;b a R O k @ m a~ OU b a R O/ k @ m a~ ;morphalou2 dela dicollecte;baroquement;59871;-;-;-;-;-;b a R O k @ m a~ OU b a R O/ k @ m a~ ;morphalou2 dela dicollecte
bassement;8657;Adverbe;;;-;;b a s @ m a~;morphalou2 dela dicollecte lglex lefff;bassement;60643;-;-;-;-;-;b a s @ m a~;morphalou2 dela dicollecte lglex lefff
batailleusement;8714;Adverbe;;;-;;b a t a j 9 z @ m a~ OU b a t a j 6 z @ m a~ ;morphalou2 dela lglex;batailleusement;61119;-;-;-;-;-;b a t a j 9 z @ m a~ OU b a t a j 6 z @ m a~ ;morphalou2 dela lglex
baveusement;8824;Adverbe;;;-;;b a v 9 z @ m a~ OU b a v 6 z @ m a~ ;morphalou2 dela lglex;baveusement;61834;-;-;-;-;-;b a v 9 z @ m a~ OU b a v 6 z @ m a~ ;morphalou2 dela lglex
beaucoup;8869;Adverbe;;;-;;b o k u OU b O/ k u ;morphalou2 dela dicollecte lefff;beaucoup;62155;-;-;-;-;-;b o k u OU b O/ k u ;morphalou2 dela dicollecte lefff
bellement;8932;Adverbe;;;-;;b E l @ m a~ OU b E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff;bellement;62523;-;-;-;-;-;b E l @ m a~ OU b E/ l @ m a~ ;morphalou2 dela dicollecte lglex lefff
belliqueusement;8945;Adverbe;;;-;;b E l i k 9 z @ m a~ OU b E/ l i k 6 z @ m a~ ;morphalou2 dela dicollecte lglex;belliqueusement;62556;-;-;-;-;-;b E l i k 9 z @ m a~ OU b E/ l i k 6 z @ m a~ ;morphalou2 dela dicollecte lglex
benoîtement;8985;Adverbe;;;-;;b @ n w a t @ m a~;morphalou2 dela dicollecte lglex lefff;benoîtement;62745;-;-;-;-;-;b @ n w a t @ m a~;morphalou2 dela dicollecte lglex lefff
besef;9092;Adverbe;;;-;;b e z E f;morphalou2;besef;63193;-;-;-;-;-;b e z E f;morphalou2
beseff;9093;Adverbe;;;-;"variante du lemme #9092 ""besef""";b @ z E f;morphalou2;beseff;63196;-;-;-;-;-;b @ z E f;morphalou2
bestialement;9106;Adverbe;;;-;;b E s t j a l @ m a~;morphalou2 dela dicollecte lglex lefff;bestialement;63275;-;-;-;-;-;b E s t j a l @ m a~;morphalou2 dela dicollecte lglex lefff
